sentiment	numberagreed	tweetid	tweet
negative	3	2609300	Chris Brown is a worthless piece of shit & I'm disgusted the industry has odvy forgotten he beat the shit out of a woman with his bare hands
neutral	3	274795	Want to win a ATV for $10 and support youth baseball? ~http  Only 1500 tickets being sold and drawing is April 9th.
neutral	3	3550062	Easy Way of Owning a Free Nintendo DSi XL ~http
neutral	3	1786811	"How to Spend Less and Have a Great Time                            In Dubai?" ~http 
neutral	3	485363	Mornin Tweeters
positive	3	1192876	2011 will be my year:) i am determined to make it that way. it's all about attitude!
neutral	3	2381667	He said "if i steal this lady phone you gone snitch" lmao
neutral	3	1150097	Anyone wanna buy a pair of nike gladz in dark driftwood size 6.5?
neutral	3	1291734	Hey @user; my answer is 2 million  #Daily1KGiveaway
neutral	3	3506630	By the way; you know the trainers I got? Well the same shop have some Nike heart monitors going cheap ~http  well worth a look
neutral	3	1889449	Signed GICLEE Fine Art PRINT of Original Abstract Contemporary Silver Bronze Textured Painting By Dan Lafferty ~http  via @user
negative	3	1871478	Sick of street racers trying to race me (again tonight). I don't race even if m  car/me may fit tie stereotype. It happens a lot...
neutral	3	328318	Bryan Von Axelson will be in todays Microsoft Partner call. Do not miss it! ~http 
neutral	3	3493438	Agreed i want one ! RT @user Awesome iPad-table @ #spn11 can you tell that Microsoft is in the house? ~http 
neutral	3	89140	don't forget to check me out on facebook ! Microsoft CA - University of Waterloo 1
positive	3	871884	Fucking perez hilton I love him...he is soo funn
neutral	3	1223012	Chilling With The Movement Headed 2 #PurePassion
neutral	3	2231253	Meet and Greet Paris Hilton in SM Megamall Manila Philippines Photos:          When in Manila; foreign performer... ~http 
neutral	3	630265	Just uploaded 'Energy Risk in Developed and Emerging Markets' to SlideShare. ~http 
neutral	3	276767	Don't say you don't want some of these jewels; or at least a sneak peek at the ad campaign.... ~http 
neutral	3	548053	Why Americans hate their jobs - The Week ~http  Do you agree or disagree?
neutral	3	1043607	I Think Its The Blue Undefeated Camo Crew Nike Sb's To Match.....
positive	3	2150449	Looking forward to working with our new MIS PhD & MSc students #sauder #ubc.
neutral	3	276242	commented on a blog post: ANSWER MY QUESTION ~http 
positive	3	2645667	At the taste of orland just ate a yummy dessert cup!!!! It was chocolate cake strawberries bananas vanilla pudding and whip cream #yum
positive	3	1173522	I might be too strung out on compliments; overdosed on confidence.
positive	3	645975	Thanks.All people on my timeline are joyous.
neutral	3	1123531	An Interesting Look at Nintendo ~http  Cool facts!
neutral	3	1398516	Foot Locker et Nike Sportwears lancent la collection Nike Hyperfuse ~http  #ladycapricemag #footlocker #nikehyperfuse
neutral	3	2863090	adidas   adidas Men's Edge Tee (Deepesink; White/ Small) ~http 
neutral	3	1124597	Are there any livefeeds of federal parliament these days on internet or digital #auspol
neutral	3	1191767	I just completed the ARM DEFINER workout with Nike Training Club. Join the club ~http 
neutral	3	68006	We're still looking for another qualified Samsung Telecoms engineer if you know anybody please ask them to get in touch!
neutral	3	2095044	My mom is hopelessly in love with Jaykob #mylife
neutral	3	3276389	Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http 
neutral	3	435308	Master of Legal studies a one year program for non attorney professionals
neutral	3	2911791	Special Deals from SALESPROEDU ~http  via #constantcontact  Microsoft PowerPoint Training   57.00 Dollars
positive	3	782890	Th pictures of David here are sooo cute ! hees ^^ ~http  via @user
neutral	3	1178126	new photos taken with my Sony A55: ~http 
neutral	3	89007	Need to summarize an article? Microsoft Words offers an autosummarize tool that'll make your so much easier.  I... ~http
neutral	3	1343630	Still have a pair of 02's RT @user Nike Air Foamposite Pro “Pearl” – New Images & Release Update ~http 
neutral	3	483170	HIGH AVAILABILITY SOLUTION IN Microsoft Exchange 2010 ~http 
negative	3	2506033	Swear im dying from this heat :'/
neutral	3	2962043	Black & White & Black Energy PowerPlay Short by adidas ~http 
neutral	3	1289732	Why do squirrels swim on their backs ?
negative	3	1304828	hate going to bed with wet hair
neutral	3	89600	Just Published: Search Integration: IAB UK and Microsoft Advertising release industry report ~http
neutral	3	617709	Can IT industry confidence be DOWN at the same time that optimism about the industry is UP? According to the... ~http
neutral	3	3493616	Technical SAP and Microsoft Trainer available immediately - contact Leland Bartlett @ 817-495-7501 or leland.bartlett@gmx.us
positive	3	55104	Off to Hilton Head to spend time with my favorite ladies!
neutral	3	2248865	New blog posting; Total Training for Microsoft SQL Server Developement (PC DVD) - ~http
positive	3	1063810	CAnt wait till my nike zoom vapor flies come in
neutral	3	1250940	This is the Nike Vintage Pack Air Max One!! ~http 
negative	3	2614436	MY DAD SOLD OUT TRAMPOLINE #pissed
negative	3	530213	Its 80 somethin outside n I'm a lil bish n heat. Goin 2 bed Alone :( #beinsinglesucks
neutral	3	2289216	I'm selling my Samsung Vibrant Galaxy S... Hit me up for price!
negative	3	2390559	A kick-ass headache + being pissed off =  HELL.
negative	3	1079619	He got enuff grease n his hair to host a fish fry.
neutral	3	1573546	I bet that was Chris Johnson who bid 75 grand on the size 11 Nike Mags.....
neutral	3	1032279	“@MeLoXTRA: Art Basel (@abmb) X Adidas Originals (@adi_originals) X @user X MeLo-X ~http 
neutral	3	133950	Tell dat girl wat she wanna hear.. gucci voice
neutral	3	483174	Is Microsoft Sql Server 2008 R2 For You? ~http 
neutral	3	150398	#AAP2010 is short for Accelerating Asia Pacific 2010; Microsoft Citizenship summit  in Singapore(14-15DEC)
negative	3	1405245	At six flags; not excited for roller coasters...
neutral	3	1379609	GUCCI GUCCI remix go in for it to be three chics rappin
neutral	3	584786	The SRA has published a final draft of new 'principles based' conduct rules - the final version is to be published in April 2011
neutral	3	2212859	Lanmark are recruiting; we want talented technical staff with plenty of Microsoft experience - contact us on recruit@lanmark.co.uk
positive	3	2820256	This DWTS is so cute! Can't wait for the Latin Dances next!
positive	3	804632	You ain't no barbie; you work at arby's #2 super size hurry I'm starving! Lmao that Gucci Gucci song makes me lol
negative	3	1738211	that dame nike is pissin lebron off
neutral	3	2759441	Pls RT: @user's blog on Hollywood Celebrity Bingo 4 Haiti. PLS post comments under blog post! ~http 
neutral	3	1373953	#NP Gucci Mane Ft Cartel Yo Gotti - Translation.
neutral	3	89664	Just Published: Microsoft Advertising Drives 71 Percent Higher Ad Yield than AdMob for Windows Phone 7 App De... ~http
neutral	3	155049	New blog post: ~http  - Microsoft Dynamics CRM 4.0 Blended Training & Exam Preparation Program by Advanced Training
negative	3	2697476	spots make me feel like shit grrrr :(
positive	3	1384524	The Zelda parts of the Nintendo Press Conference was the most interesting! Liked the 3DS Games thou!
neutral	3	2324413	Now Checkin My DM!!!
neutral	3	478573	Play roles!!!
positive	3	2511078	We're GEARED up!  Thanks to Adidas for sponsoring the football camp T-shirts this year! All appreciated... ~http 
neutral	3	309307	How to keep Windows XP SP2 safer after Microsoft stops patching - patches end tomorrow - ~http 
neutral	3	1447331	"Man imposes his own limitations; don't set any."-- Anthony Baily
positive	3	1399057	Now packing for Baltimore.....What should I see?  Hoping for divine direction at this adult weight mgmt training.  For me and my pts! :o)
neutral	3	2364279	Sat Apr 09 Chicago @ Las Vegas Hilton ~http 
neutral	3	1866437	Balllinq ww myy ucm shirt onn . Who qott somethinq tww sayy ?
neutral	3	1738664	Samsung launches Galaxy Note: Since the very first Android mobile phone that they had christened as the Samsung ... ~http 
positive	3	2957254	OMG so cool! I want a pair!! RT @user Hey 'Back to the Future' fans! Nike is releasing Marty McFly's Air Mag sneakers. ~http 
neutral	3	1986746	JD's Mega Sale is in full swing! Get up to 50% off on from top brands like Nike; Adidas Originals & Converse.
positive	3	354337	WOW what a pretty cardigan corgi at Westminster Dog Show. Caught the cameo as well. Love the Corgis! Congrats to the Beardie too.
neutral	3	1070947	Listening to Paramore; reading Twilight.
neutral	3	307440	Because they're in my packback; jack!
neutral	3	663549	Fuller plans to join Perez Hilton ~http 
neutral	3	2359462	Here at Molave Milk Station. They offer Kim Kardashian milk; Paris Hilton milk and their best seller; Pamela Anderson milk. #fb
neutral	3	2011101	If you wanna download the latest mixtapes from Gucci Mane; Curren$y; Chris brown; Young Jeezy etc... GO HERE! ~http 
negative	3	2032170	Frustrated in a way my thirst will not let me say on twitter-_-
neutral	3	2344475	The New Audi S7...Still no secret check it out! ~http
neutral	3	2831452	Time to have a batttthhhhh
neutral	3	2905309	Afro Boudoir: London 2012; Stella McCartney & Adidas ~http  #sportfashion
negative	3	2081727	School is sooooo pointless now. -___-
neutral	3	3045075	Fresh on nike shoes: Houston Astros Opening Series  Lessons Learned
neutral	3	3453464	Checking in then off to shoot (@ Hilton Knoxville Airport) ~http 
neutral	3	3126653	Sony vs GeoHot – once again: According to GamesIndustry; Sony has now permission to subpoena… ~http 
positive	3	2557538	In Barcelona!! Out hostel is very nice!! Going to el museo Picasso today!
neutral	3	2074791	TV/Gaming: Sony HMZ-T1 3D Home Theater ~http 
neutral	3	1217325	Looking for graphic designers to work on adidas new store concepts ~http  #busybusy #jobs Pls RT
positive	3	1133905	HAD FUN LAST NITE AT HOOKAH; VOILA AND BOURBON! DANCED MY FEET OFF THO!
neutral	3	789671	Down to Bionic vs Vigor now. RT @user Did Samsung Confirm the Existence of the Nexus Prime in a Cease and Desist? ~http 
negative	3	371194	Lost in the parking garage at #asf . Can't find my car... Fun times
neutral	3	241993	Bringing Bak out Da nike hoodies for dis one
neutral	3	2030757	New Ad: Sony 32" and 21" TVs: Sony grand wega 32" TV and Sony Trinitron 20" TVs. Both are excellent and low use.... ~http 
neutral	3	2016899	V - Neck ; Nike Flops ; BootyShorts !  #TeamSwagg
positive	3	246352	Hahahahahahaha. RT @user Bing is getting huge; Windows Phone will soon be huge; Office/Hotmail/Skype/Windows/… (cont) ~http
negative	3	759663	#getsonmynerves when people send you the same text 10 times. like if i didnt answer the first time; i won't answer you the 10th time. #blah
neutral	3	3320459	Win a Sony Playstation 3 @user ~http
neutral	3	894576	Free Realms Lifetime Memberships Get A Huge Discount | Terminal Gamer ! ~http  sony freerealms
neutral	3	870692	I NEED BEACH
neutral	3	338975	Photo:  ~http
neutral	3	1526001	Restructured my following today. Inert and dead have been disposed with.
neutral	3	157020	Recording next episode with a guest from Microsoft Tag team at Microsoft in few hours... Questions?
neutral	3	1874280	I wish I could test of of Microsoft office classes.
neutral	3	246487	So we have just 3 weeks until the fee payment deadline; have you finalized your financial aid and CONFIRMED?  #MTSU
neutral	3	235473	Did you lose a Nintendo DS today?  Message me to see if this one is yours #yeg #lostandfound
negative	3	2102540	god my nose hurts........:-(
neutral	3	1795064	Don't forget to do your Club Nintendo Surveys for the #3DS Ambassador Games.
neutral	3	1067103	playin wit my new sony dash
neutral	3	3441075	in2beats 106.5 - intobeats.com playing ... Whitehead Bros - Forget I Was A G . CJ Hilton ft Nas - So Fresh
negative	3	431333	OMG IM READY TO GO DA FUCK HOME LIIKE
neutral	3	1701425	Whts every1 doin  Rainboez~N~Hoez
neutral	3	1632898	STAND UP and Say No To Hackers ! ~http 
positive	3	2081553	Love the days at practice when time passes by super fast.
neutral	3	356626	What phone should I get next samsung fascinate or the Droid x??? Going to Verizon store next week so someone let me know
negative	3	1143270	Boys. Are. Fools.
positive	3	660678	Very happy with new Samsung printer. Thank you; Future Shop.
neutral	3	3391941	Paris Hilton Arrested for Drug Possession: ~http 
neutral	3	310099	Making that trip out to LA after my bday if i like it am moving there
neutral	3	1559064	Want to win a ticket to #SheStreams in NYC? Enter here: ~http 
neutral	3	865341	Top News: Big decisions at Groupon; Yahoo | .XXX begins | Twitter and Bing (marketingvox) ~http 
neutral	3	2295151	Certify Dumps provides 70-431 Exam Questions and training materials for Microsoft certification exam preparation.~http 
positive	3	413399	Boomer is our DachStar of the Week! Check this little cutie out; Arroooo! ~http 
positive	3	3147982	My mom bought me a new Adidas jacket. I love my mom.
negative	3	2783404	gutted the sound on the videos i took on my phone last night is crap :( should've taken my good sony ericsson instead of the wee samsung
neutral	3	2121425	Southern Spain; Southern France; Central Germany.
neutral	3	106376	Check this video out -- YOUNG BUCK FEAT. LIL HYPE - IM GUCCI ~http  via @user
neutral	3	2756756	Smoke Brushes for Photoshop | QBrushes - Photoshop Brushes -... ~http 
